uuid,uid,survey_id,survey_name,form_type,tr_code,type,period_days,period_start,period_end,qtext,suff_qtext,first_text,close_seg_text,all_seg_text,all_text,all_context,all_inclusions,all_exclusions,sci_download_date,sci_scrape_date,sci_file_name,sci_folder_name
101_0011_3102,101_0011_3102,101,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances,0011,3102,pound_hunthousands,91,01/10/2015,31/12/2015,"Acquisitions of assets at cost | For the categories noted in question 18, what were your acquisitions and disposals of overseas investments and fixed assets?","Acquisitions of assets at cost | For the categories noted in question 18, what were your acquisitions and disposals of overseas investments and fixed assets?","Acquisitions of assets at cost | For the categories noted in question 18, what were your acquisitions and disposals of overseas investments and fixed assets?","Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| For the categories noted in question 18, what were your acquisitions and disposals of overseas investments and fixed assets?","Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| For the categories noted in question 18, what were your acquisitions and disposals of overseas investments and fixed assets?","Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| For the categories noted in question 18, what were your acquisitions and disposals of overseas investments and fixed assets? ||| Acquisitions of assets at cost ||| For the categories noted in question 18, what were your acquisitions and disposals of overseas investments and fixed assets?","Deal with all investment items by reference to the date of contract rather than the payment or receipt of funds. For transactions in foreign currency, the ruling rate at the time of transactions should be used. Include in the cost of assets acquired dealing costs such as brokers' commissions and stamp duty. Show proceeds of assets realised net of such dealing costs. If you have acquired securities on which further instalments are payable (or 'rights' to subscribe to a forthcoming issue), enter the actual payment made during the quarter (or the cost of the 'rights'). Exclude any amounts due in respect of future instalments (or future subscriptions to the new issue) as these will appear in future returns. Investments in external pooled funds should be reported within mutual funds. Investments into internal pooled funds, i.e. those managed by your company and allowing investments to be made only by members of your corporate group, should be reported as the underlying investments. ||| Millions of £",the cost of assets acquired dealing costs such as brokers' commissions and stamp duty. Show proceeds of assets realised net of such dealing costs,any amounts due in respect of future instalments (or future subscriptions to the new issue) as these will appear in future returns.,22/03/2017,18/05/2017,ex_sel101-ft0011.pdf,101 - QUESTIONNAIRE EXAMPLE (2014)
101_0011_3103,101_0011_3103,101,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances,0011,3103,pound_hunthousands,91,01/10/2015,31/12/2015,"Disposals of assets | For the categories noted in question 18, what were your acquisitions and disposals of overseas investments and fixed assets?","Disposals of assets | For the categories noted in question 18, what were your acquisitions and disposals of overseas investments and fixed assets?","Disposals of assets | For the categories noted in question 18, what were your acquisitions and disposals of overseas investments and fixed assets?","Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| For the categories noted in question 18, what were your acquisitions and disposals of overseas investments and fixed assets?","Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| For the categories noted in question 18, what were your acquisitions and disposals of overseas investments and fixed assets?","Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| For the categories noted in question 18, what were your acquisitions and disposals of overseas investments and fixed assets? ||| Disposals of assets ||| For the categories noted in question 18, what were your acquisitions and disposals of overseas investments and fixed assets?","Deal with all investment items by reference to the date of contract rather than the payment or receipt of funds. For transactions in foreign currency, the ruling rate at the time of transactions should be used. Include in the cost of assets acquired dealing costs such as brokers' commissions and stamp duty. Show proceeds of assets realised net of such dealing costs. If you have acquired securities on which further instalments are payable (or 'rights' to subscribe to a forthcoming issue), enter the actual payment made during the quarter (or the cost of the 'rights'). Exclude any amounts due in respect of future instalments (or future subscriptions to the new issue) as these will appear in future returns. Investments in external pooled funds should be reported within mutual funds. Investments into internal pooled funds, i.e. those managed by your company and allowing investments to be made only by members of your corporate group, should be reported as the underlying investments. ||| Millions of £",the cost of assets acquired dealing costs such as brokers' commissions and stamp duty. Show proceeds of assets realised net of such dealing costs,any amounts due in respect of future instalments (or future subscriptions to the new issue) as these will appear in future returns.,22/03/2017,18/05/2017,ex_sel101-ft0011.pdf,101 - QUESTIONNAIRE EXAMPLE (2014)
101_0011_3104,101_0011_3104,101,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances,0011,3104,pound_hunthousands,91,01/10/2015,31/12/2015,Assets acquired (i.e. loans made) during the quarter (at cost) | Non-insurance subsidiary and associate companies in the UK?,Assets acquired (i.e. loans made) during the quarter (at cost) | Non-insurance subsidiary and associate companies in the UK?,Assets acquired (i.e. loans made) during the quarter (at cost) | Non-insurance subsidiary and associate companies in the UK?,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| What were your acquisitions and disposals of direct investment assets for the following:,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| What were your acquisitions and disposals of direct investment assets for the following:,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| What were your acquisitions and disposals of direct investment assets for the following: ||| Assets acquired (i.e. loans made) during the quarter (at cost) ||| Non-insurance subsidiary and associate companies in the UK?,"Deal with all investment items by reference to the date of contract rather than the payment or receipt of funds. For transactions in foreign currency, the ruling rate at the time of transactions should be used. Include in the cost of assets acquired dealing costs such as brokers' commissions and stamp duty. Show proceeds of assets realised net of such dealing costs. If you have acquired securities on which further instalments are payable (or 'rights' to subscribe to a forthcoming issue), enter the actual payment made during the quarter (or the cost of the 'rights'). Exclude any amounts due in respect of future instalments (or future subscriptions to the new issue) as these will appear in future returns. Investments in external pooled funds should be reported within mutual funds. Investments into internal pooled funds, i.e. those managed by your company and allowing investments to be made only by members of your corporate group, should be reported as the underlying investments. ||| Direct investment is a long-term relationship between two entities. It is held to exist where the parent owns 10% or more of the ordinary shares or voting power of an incorporated enterprise or the equivalent of an unincorporated enterprise. It involves both the initial transaction between the two entities and all subsequent capital transactions between them and among affiliated enterprises, both incorporated and unincorporated. | Report the value of acquisitions and disposals in companies that are attributable to you, and for your overseas branches and agencies, give the value of loans make and repayments received on branch/head office account. ||| Millions of £",the cost of assets acquired dealing costs such as brokers' commissions and stamp duty. Show proceeds of assets realised net of such dealing costs ||| The value of loans from and repayments to the UK reporting company but do not deduct borrowing by the UK reporting company from these concerns. | Inter-company loans made and repayments received.,any amounts due in respect of future instalments (or future subscriptions to the new issue) as these will appear in future returns.,22/03/2017,18/05/2017,ex_sel101-ft0011.pdf,101 - QUESTIONNAIRE EXAMPLE (2014)
101_0011_3105,101_0011_3105,101,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances,0011,3105,pound_hunthousands,91,01/10/2015,31/12/2015,Disposals of assets (i.e. loans settled) during the quarter (at settlement amount) | Non-insurance subsidiary and associate companies in the UK?,Disposals of assets (i.e. loans settled) during the quarter (at settlement amount) | Non-insurance subsidiary and associate companies in the UK?,Disposals of assets (i.e. loans settled) during the quarter (at settlement amount) | Non-insurance subsidiary and associate companies in the UK?,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| What were your acquisitions and disposals of direct investment assets for the following:,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| What were your acquisitions and disposals of direct investment assets for the following:,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| What were your acquisitions and disposals of direct investment assets for the following: ||| Disposals of assets (i.e. loans settled) during the quarter (at settlement amount) ||| Non-insurance subsidiary and associate companies in the UK?,"Deal with all investment items by reference to the date of contract rather than the payment or receipt of funds. For transactions in foreign currency, the ruling rate at the time of transactions should be used. Include in the cost of assets acquired dealing costs such as brokers' commissions and stamp duty. Show proceeds of assets realised net of such dealing costs. If you have acquired securities on which further instalments are payable (or 'rights' to subscribe to a forthcoming issue), enter the actual payment made during the quarter (or the cost of the 'rights'). Exclude any amounts due in respect of future instalments (or future subscriptions to the new issue) as these will appear in future returns. Investments in external pooled funds should be reported within mutual funds. Investments into internal pooled funds, i.e. those managed by your company and allowing investments to be made only by members of your corporate group, should be reported as the underlying investments. ||| Direct investment is a long-term relationship between two entities. It is held to exist where the parent owns 10% or more of the ordinary shares or voting power of an incorporated enterprise or the equivalent of an unincorporated enterprise. It involves both the initial transaction between the two entities and all subsequent capital transactions between them and among affiliated enterprises, both incorporated and unincorporated. | Report the value of acquisitions and disposals in companies that are attributable to you, and for your overseas branches and agencies, give the value of loans make and repayments received on branch/head office account. ||| Millions of £",the cost of assets acquired dealing costs such as brokers' commissions and stamp duty. Show proceeds of assets realised net of such dealing costs ||| The value of loans from and repayments to the UK reporting company but do not deduct borrowing by the UK reporting company from these concerns. | Inter-company loans made and repayments received.,any amounts due in respect of future instalments (or future subscriptions to the new issue) as these will appear in future returns.,22/03/2017,18/05/2017,ex_sel101-ft0011.pdf,101 - QUESTIONNAIRE EXAMPLE (2014)
101_0011_3106,101_0011_3106,101,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances,0011,3106,pound_hunthousands,91,01/10/2015,31/12/2015,"Assets acquired (i.e. loans made) during the quarter (at cost) | UK insurance subsidiary, associate and holding companies, where consolidated figures are not included in this questionnaire?","Assets acquired (i.e. loans made) during the quarter (at cost) | UK insurance subsidiary, associate and holding companies, where consolidated figures are not included in this questionnaire?","Assets acquired (i.e. loans made) during the quarter (at cost) | UK insurance subsidiary, associate and holding companies, where consolidated figures are not included in this questionnaire?",Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| What were your acquisitions and disposals of direct investment assets for the following:,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| What were your acquisitions and disposals of direct investment assets for the following:,"Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| What were your acquisitions and disposals of direct investment assets for the following: ||| Assets acquired (i.e. loans made) during the quarter (at cost) ||| UK insurance subsidiary, associate and holding companies, where consolidated figures are not included in this questionnaire?","Deal with all investment items by reference to the date of contract rather than the payment or receipt of funds. For transactions in foreign currency, the ruling rate at the time of transactions should be used. Include in the cost of assets acquired dealing costs such as brokers' commissions and stamp duty. Show proceeds of assets realised net of such dealing costs. If you have acquired securities on which further instalments are payable (or 'rights' to subscribe to a forthcoming issue), enter the actual payment made during the quarter (or the cost of the 'rights'). Exclude any amounts due in respect of future instalments (or future subscriptions to the new issue) as these will appear in future returns. Investments in external pooled funds should be reported within mutual funds. Investments into internal pooled funds, i.e. those managed by your company and allowing investments to be made only by members of your corporate group, should be reported as the underlying investments. ||| Direct investment is a long-term relationship between two entities. It is held to exist where the parent owns 10% or more of the ordinary shares or voting power of an incorporated enterprise or the equivalent of an unincorporated enterprise. It involves both the initial transaction between the two entities and all subsequent capital transactions between them and among affiliated enterprises, both incorporated and unincorporated. | Report the value of acquisitions and disposals in companies that are attributable to you, and for your overseas branches and agencies, give the value of loans make and repayments received on branch/head office account. ||| Millions of £",the cost of assets acquired dealing costs such as brokers' commissions and stamp duty. Show proceeds of assets realised net of such dealing costs ||| The value of loans from and repayments to the UK reporting company but do not deduct borrowing by the UK reporting company from these concerns. | Inter-company loans made and repayments received.,any amounts due in respect of future instalments (or future subscriptions to the new issue) as these will appear in future returns.,22/03/2017,18/05/2017,ex_sel101-ft0011.pdf,101 - QUESTIONNAIRE EXAMPLE (2014)
101_0011_3107,101_0011_3107,101,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances,0011,3107,pound_hunthousands,91,01/10/2015,31/12/2015,"Disposals of assets (i.e. loans settled) during the quarter (at settlement amount) | UK insurance subsidiary, associate and holding companies, where consolidated figures are not included in this questionnaire?","Disposals of assets (i.e. loans settled) during the quarter (at settlement amount) | UK insurance subsidiary, associate and holding companies, where consolidated figures are not included in this questionnaire?","Disposals of assets (i.e. loans settled) during the quarter (at settlement amount) | UK insurance subsidiary, associate and holding companies, where consolidated figures are not included in this questionnaire?",Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| What were your acquisitions and disposals of direct investment assets for the following:,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| What were your acquisitions and disposals of direct investment assets for the following:,"Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| What were your acquisitions and disposals of direct investment assets for the following: ||| Disposals of assets (i.e. loans settled) during the quarter (at settlement amount) ||| UK insurance subsidiary, associate and holding companies, where consolidated figures are not included in this questionnaire?","Deal with all investment items by reference to the date of contract rather than the payment or receipt of funds. For transactions in foreign currency, the ruling rate at the time of transactions should be used. Include in the cost of assets acquired dealing costs such as brokers' commissions and stamp duty. Show proceeds of assets realised net of such dealing costs. If you have acquired securities on which further instalments are payable (or 'rights' to subscribe to a forthcoming issue), enter the actual payment made during the quarter (or the cost of the 'rights'). Exclude any amounts due in respect of future instalments (or future subscriptions to the new issue) as these will appear in future returns. Investments in external pooled funds should be reported within mutual funds. Investments into internal pooled funds, i.e. those managed by your company and allowing investments to be made only by members of your corporate group, should be reported as the underlying investments. ||| Direct investment is a long-term relationship between two entities. It is held to exist where the parent owns 10% or more of the ordinary shares or voting power of an incorporated enterprise or the equivalent of an unincorporated enterprise. It involves both the initial transaction between the two entities and all subsequent capital transactions between them and among affiliated enterprises, both incorporated and unincorporated. | Report the value of acquisitions and disposals in companies that are attributable to you, and for your overseas branches and agencies, give the value of loans make and repayments received on branch/head office account. ||| Millions of £",the cost of assets acquired dealing costs such as brokers' commissions and stamp duty. Show proceeds of assets realised net of such dealing costs ||| The value of loans from and repayments to the UK reporting company but do not deduct borrowing by the UK reporting company from these concerns. | Inter-company loans made and repayments received.,any amounts due in respect of future instalments (or future subscriptions to the new issue) as these will appear in future returns.,22/03/2017,18/05/2017,ex_sel101-ft0011.pdf,101 - QUESTIONNAIRE EXAMPLE (2014)
101_0011_3108,101_0011_3108,101,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances,0011,3108,pound_hunthousands,91,01/10/2015,31/12/2015,"Assets acquired (i.e. loans made) during the quarter (at cost) | Overseas subsidiaries, associates, branches and agencies?","Assets acquired (i.e. loans made) during the quarter (at cost) | Overseas subsidiaries, associates, branches and agencies?","Assets acquired (i.e. loans made) during the quarter (at cost) | Overseas subsidiaries, associates, branches and agencies?",Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| What were your acquisitions and disposals of direct investment assets for the following:,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| What were your acquisitions and disposals of direct investment assets for the following:,"Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| What were your acquisitions and disposals of direct investment assets for the following: ||| Assets acquired (i.e. loans made) during the quarter (at cost) ||| Overseas subsidiaries, associates, branches and agencies?","Deal with all investment items by reference to the date of contract rather than the payment or receipt of funds. For transactions in foreign currency, the ruling rate at the time of transactions should be used. Include in the cost of assets acquired dealing costs such as brokers' commissions and stamp duty. Show proceeds of assets realised net of such dealing costs. If you have acquired securities on which further instalments are payable (or 'rights' to subscribe to a forthcoming issue), enter the actual payment made during the quarter (or the cost of the 'rights'). Exclude any amounts due in respect of future instalments (or future subscriptions to the new issue) as these will appear in future returns. Investments in external pooled funds should be reported within mutual funds. Investments into internal pooled funds, i.e. those managed by your company and allowing investments to be made only by members of your corporate group, should be reported as the underlying investments. ||| Direct investment is a long-term relationship between two entities. It is held to exist where the parent owns 10% or more of the ordinary shares or voting power of an incorporated enterprise or the equivalent of an unincorporated enterprise. It involves both the initial transaction between the two entities and all subsequent capital transactions between them and among affiliated enterprises, both incorporated and unincorporated. | Report the value of acquisitions and disposals in companies that are attributable to you, and for your overseas branches and agencies, give the value of loans make and repayments received on branch/head office account. ||| Millions of £",the cost of assets acquired dealing costs such as brokers' commissions and stamp duty. Show proceeds of assets realised net of such dealing costs ||| The value of loans from and repayments to the UK reporting company but do not deduct borrowing by the UK reporting company from these concerns. | Inter-company loans made and repayments received.,any amounts due in respect of future instalments (or future subscriptions to the new issue) as these will appear in future returns. ||| Loans to those of your UK subsidiaries whose transactions and balances have not been included in this questionnaire. | Loans to your UK associate companies,22/03/2017,18/05/2017,ex_sel101-ft0011.pdf,101 - QUESTIONNAIRE EXAMPLE (2014)
101_0011_3109,101_0011_3109,101,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances,0011,3109,pound_hunthousands,91,01/10/2015,31/12/2015,"Disposals of assets (i.e. loans settled) during the quarter (at settlement amount) | Overseas subsidiaries, associates, branches and agencies?","Disposals of assets (i.e. loans settled) during the quarter (at settlement amount) | Overseas subsidiaries, associates, branches and agencies?","Disposals of assets (i.e. loans settled) during the quarter (at settlement amount) | Overseas subsidiaries, associates, branches and agencies?",Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| What were your acquisitions and disposals of direct investment assets for the following:,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| What were your acquisitions and disposals of direct investment assets for the following:,"Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| What were your acquisitions and disposals of direct investment assets for the following: ||| Disposals of assets (i.e. loans settled) during the quarter (at settlement amount) ||| Overseas subsidiaries, associates, branches and agencies?","Deal with all investment items by reference to the date of contract rather than the payment or receipt of funds. For transactions in foreign currency, the ruling rate at the time of transactions should be used. Include in the cost of assets acquired dealing costs such as brokers' commissions and stamp duty. Show proceeds of assets realised net of such dealing costs. If you have acquired securities on which further instalments are payable (or 'rights' to subscribe to a forthcoming issue), enter the actual payment made during the quarter (or the cost of the 'rights'). Exclude any amounts due in respect of future instalments (or future subscriptions to the new issue) as these will appear in future returns. Investments in external pooled funds should be reported within mutual funds. Investments into internal pooled funds, i.e. those managed by your company and allowing investments to be made only by members of your corporate group, should be reported as the underlying investments. ||| Direct investment is a long-term relationship between two entities. It is held to exist where the parent owns 10% or more of the ordinary shares or voting power of an incorporated enterprise or the equivalent of an unincorporated enterprise. It involves both the initial transaction between the two entities and all subsequent capital transactions between them and among affiliated enterprises, both incorporated and unincorporated. | Report the value of acquisitions and disposals in companies that are attributable to you, and for your overseas branches and agencies, give the value of loans make and repayments received on branch/head office account. ||| Millions of £",the cost of assets acquired dealing costs such as brokers' commissions and stamp duty. Show proceeds of assets realised net of such dealing costs ||| The value of loans from and repayments to the UK reporting company but do not deduct borrowing by the UK reporting company from these concerns. | Inter-company loans made and repayments received.,any amounts due in respect of future instalments (or future subscriptions to the new issue) as these will appear in future returns. ||| Loans to those of your UK subsidiaries whose transactions and balances have not been included in this questionnaire. | Loans to your UK associate companies,22/03/2017,18/05/2017,ex_sel101-ft0011.pdf,101 - QUESTIONNAIRE EXAMPLE (2014)
101_0011_3084,101_0011_3084,101,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances,0011,3084,pound_hunthousands,91,01/10/2015,31/12/2015,Assets acquired (i.e. loans made) during the quarter (at cost) | Parent companies?,Assets acquired (i.e. loans made) during the quarter (at cost) | Parent companies?,Assets acquired (i.e. loans made) during the quarter (at cost) | Parent companies?,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| What were your transactions in overseas loans for the following:,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| What were your transactions in overseas loans for the following:,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| What were your transactions in overseas loans for the following: ||| Assets acquired (i.e. loans made) during the quarter (at cost) ||| Parent companies?,"Deal with all investment items by reference to the date of contract rather than the payment or receipt of funds. For transactions in foreign currency, the ruling rate at the time of transactions should be used. Include in the cost of assets acquired dealing costs such as brokers' commissions and stamp duty. Show proceeds of assets realised net of such dealing costs. If you have acquired securities on which further instalments are payable (or 'rights' to subscribe to a forthcoming issue), enter the actual payment made during the quarter (or the cost of the 'rights'). Exclude any amounts due in respect of future instalments (or future subscriptions to the new issue) as these will appear in future returns. Investments in external pooled funds should be reported within mutual funds. Investments into internal pooled funds, i.e. those managed by your company and allowing investments to be made only by members of your corporate group, should be reported as the underlying investments. ||| Millions of £","the cost of assets acquired dealing costs such as brokers' commissions and stamp duty. Show proceeds of assets realised net of such dealing costs ||| loans to overseas parent companies' head office, fellow subsidiaries and associates not included elsewhere in this questionnaire.",any amounts due in respect of future instalments (or future subscriptions to the new issue) as these will appear in future returns.,22/03/2017,18/05/2017,ex_sel101-ft0011.pdf,101 - QUESTIONNAIRE EXAMPLE (2014)
101_0011_3085,101_0011_3085,101,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances,0011,3085,pound_hunthousands,91,01/10/2015,31/12/2015,Disposals of assets (i.e. loans settled) during the quarter (at settlement amount) | Parent companies?,Disposals of assets (i.e. loans settled) during the quarter (at settlement amount) | Parent companies?,Disposals of assets (i.e. loans settled) during the quarter (at settlement amount) | Parent companies?,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| What were your transactions in overseas loans for the following:,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| What were your transactions in overseas loans for the following:,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| What were your transactions in overseas loans for the following: ||| Disposals of assets (i.e. loans settled) during the quarter (at settlement amount) ||| Parent companies?,"Deal with all investment items by reference to the date of contract rather than the payment or receipt of funds. For transactions in foreign currency, the ruling rate at the time of transactions should be used. Include in the cost of assets acquired dealing costs such as brokers' commissions and stamp duty. Show proceeds of assets realised net of such dealing costs. If you have acquired securities on which further instalments are payable (or 'rights' to subscribe to a forthcoming issue), enter the actual payment made during the quarter (or the cost of the 'rights'). Exclude any amounts due in respect of future instalments (or future subscriptions to the new issue) as these will appear in future returns. Investments in external pooled funds should be reported within mutual funds. Investments into internal pooled funds, i.e. those managed by your company and allowing investments to be made only by members of your corporate group, should be reported as the underlying investments. ||| Millions of £","the cost of assets acquired dealing costs such as brokers' commissions and stamp duty. Show proceeds of assets realised net of such dealing costs ||| loans to overseas parent companies' head office, fellow subsidiaries and associates not included elsewhere in this questionnaire.",any amounts due in respect of future instalments (or future subscriptions to the new issue) as these will appear in future returns.,22/03/2017,18/05/2017,ex_sel101-ft0011.pdf,101 - QUESTIONNAIRE EXAMPLE (2014)
101_0011_3086,101_0011_3086,101,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances,0011,3086,pound_hunthousands,91,01/10/2015,31/12/2015,Assets acquired (i.e. loans made) during the quarter (at cost) | Other overseas loans?,Assets acquired (i.e. loans made) during the quarter (at cost) | Other overseas loans?,Assets acquired (i.e. loans made) during the quarter (at cost) | Other overseas loans?,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| What were your transactions in overseas loans for the following:,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| What were your transactions in overseas loans for the following:,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| What were your transactions in overseas loans for the following: ||| Assets acquired (i.e. loans made) during the quarter (at cost) ||| Other overseas loans?,"Deal with all investment items by reference to the date of contract rather than the payment or receipt of funds. For transactions in foreign currency, the ruling rate at the time of transactions should be used. Include in the cost of assets acquired dealing costs such as brokers' commissions and stamp duty. Show proceeds of assets realised net of such dealing costs. If you have acquired securities on which further instalments are payable (or 'rights' to subscribe to a forthcoming issue), enter the actual payment made during the quarter (or the cost of the 'rights'). Exclude any amounts due in respect of future instalments (or future subscriptions to the new issue) as these will appear in future returns. Investments in external pooled funds should be reported within mutual funds. Investments into internal pooled funds, i.e. those managed by your company and allowing investments to be made only by members of your corporate group, should be reported as the underlying investments. ||| Millions of £","the cost of assets acquired dealing costs such as brokers' commissions and stamp duty. Show proceeds of assets realised net of such dealing costs ||| loans to overseas parent companies' head office, fellow subsidiaries and associates not included elsewhere in this questionnaire.",any amounts due in respect of future instalments (or future subscriptions to the new issue) as these will appear in future returns.,22/03/2017,18/05/2017,ex_sel101-ft0011.pdf,101 - QUESTIONNAIRE EXAMPLE (2014)
101_0011_3087,101_0011_3087,101,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances,0011,3087,pound_hunthousands,91,01/10/2015,31/12/2015,Disposals of assets (i.e. loans settled) during the quarter (at settlement amount) | Other overseas loans?,Disposals of assets (i.e. loans settled) during the quarter (at settlement amount) | Other overseas loans?,Disposals of assets (i.e. loans settled) during the quarter (at settlement amount) | Other overseas loans?,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| What were your transactions in overseas loans for the following:,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| What were your transactions in overseas loans for the following:,Quarterly Survey of Insurance Companies: Long-Term Business Transactions and Balances ||| Section C - Transactions ||| What were your transactions in overseas loans for the following: ||| Disposals of assets (i.e. loans settled) during the quarter (at settlement amount) ||| Other overseas loans?,"Deal with all investment items by reference to the date of contract rather than the payment or receipt of funds. For transactions in foreign currency, the ruling rate at the time of transactions should be used. Include in the cost of assets acquired dealing costs such as brokers' commissions and stamp duty. Show proceeds of assets realised net of such dealing costs. If you have acquired securities on which further instalments are payable (or 'rights' to subscribe to a forthcoming issue), enter the actual payment made during the quarter (or the cost of the 'rights'). Exclude any amounts due in respect of future instalments (or future subscriptions to the new issue) as these will appear in future returns. Investments in external pooled funds should be reported within mutual funds. Investments into internal pooled funds, i.e. those managed by your company and allowing investments to be made only by members of your corporate group, should be reported as the underlying investments. ||| Millions of £","the cost of assets acquired dealing costs such as brokers' commissions and stamp duty. Show proceeds of assets realised net of such dealing costs ||| loans to overseas parent companies' head office, fellow subsidiaries and associates not included elsewhere in this questionnaire.",any amounts due in respect of future instalments (or future subscriptions to the new issue) as these will appear in future returns.,22/03/2017,18/05/2017,ex_sel101-ft0011.pdf,101 - QUESTIONNAIRE EXAMPLE (2014)
