,id,type,text,excl,incl,duration,survey,score
249,062_0002_3411,pound_hunthousands, opening balance of the loan and current account of the UK branch directly owed TO the foreign head office at the start of the reporting period What was the value of the For FDI    a branch is a permanent establishment but not a separate legal entity  Such establishments should either have a complete set of accounts or be able to compile a meaningful set of accounts    from both an economic and legal viewpoint  A branch is controlled by the  Head Office  of the parent company Section H   Branch Earnings and Loans Annual Inward Foreign Direct Investment Survey , Data relating only to UK parents of the UK affiliate company , Data on any immediate foreign parent company that has a direct or indirect holding of 10  or more of the issued voting power  see page 4 for definition  of the UK company or group of companies ,30,062,0.9968188676013773
251,062_0002_3421,pound_hunthousands, opening balance of the loan and current account in the UK branch directly owed FROM the foreign head office at the start of the reporting period What was the value of the For FDI    a branch is a permanent establishment but not a separate legal entity  Such establishments should either have a complete set of accounts or be able to compile a meaningful set of accounts    from both an economic and legal viewpoint  A branch is controlled by the  Head Office  of the parent company Section H   Branch Earnings and Loans Annual Inward Foreign Direct Investment Survey , Data relating only to UK parents of the UK affiliate company , Data on any immediate foreign parent company that has a direct or indirect holding of 10  or more of the issued voting power  see page 4 for definition  of the UK company or group of companies ,30,062,0.9919040311484182
315,064_0002_3412,pound_hunthousands, closing balance of the loan and current account in the UK branch directly owed TO the foreign head office at the end of the reporting period What was the value of the For FDI    a branch is a permanent establishment but not a separate legal entity  Such establishments should either have a complete set of accounts or be able to compile a meaningful set of accounts    from both an economic and legal viewpoint  A branch is controlled by the  Head Office  of the parent company Section H   Branch Earnings and Loans Quarterly Inward Foreign Direct Investment Survey , Data relating only to UK parents of the UK affiliate company , Data on any immediate foreign parent company that has a direct or indirect holding of 10  or more of the issued voting power  see page 4 for definition  of the UK company or group of companies ,30,064,1.0000000000000002
250,062_0002_3412,pound_hunthousands, closing balance of the loan and current account in the UK branch directly owed TO the foreign head office at the end of the reporting period What was the value of the For FDI    a branch is a permanent establishment but not a separate legal entity  Such establishments should either have a complete set of accounts or be able to compile a meaningful set of accounts    from both an economic and legal viewpoint  A branch is controlled by the  Head Office  of the parent company Section H   Branch Earnings and Loans Annual Inward Foreign Direct Investment Survey , Data relating only to UK parents of the UK affiliate company , Data on any immediate foreign parent company that has a direct or indirect holding of 10  or more of the issued voting power  see page 4 for definition  of the UK company or group of companies ,30,062,0.9967774894124823
252,062_0002_3422,pound_hunthousands, closing balance of the loan and current account in the UK branch directly owed FROM the foreign head office at the end of the reporting period What was the value of the For FDI    a branch is a permanent establishment but not a separate legal entity  Such establishments should either have a complete set of accounts or be able to compile a meaningful set of accounts    from both an economic and legal viewpoint  A branch is controlled by the  Head Office  of the parent company Section H   Branch Earnings and Loans Annual Inward Foreign Direct Investment Survey , Data relating only to UK parents of the UK affiliate company , Data on any immediate foreign parent company that has a direct or indirect holding of 10  or more of the issued voting power  see page 4 for definition  of the UK company or group of companies ,30,062,0.9933847540647908
316,064_0002_3421,pound_hunthousands, opening balance of the loan and current account in the UK branch directly owed FROM the foreign head office at the start of the reporting period What was the value of the For FDI    a branch is a permanent establishment but not a separate legal entity  Such establishments should either have a complete set of accounts or be able to compile a meaningful set of accounts    from both an economic and legal viewpoint  A branch is controlled by the  Head Office  of the parent company Section H   Branch Earnings and Loans Quarterly Inward Foreign Direct Investment Survey , Data relating only to UK parents of the UK affiliate company , Data on any immediate foreign parent company that has a direct or indirect holding of 10  or more of the issued voting power  see page 4 for definition  of the UK company or group of companies ,30,064,1.0000000000000002
251,062_0002_3421,pound_hunthousands, opening balance of the loan and current account in the UK branch directly owed FROM the foreign head office at the start of the reporting period What was the value of the For FDI    a branch is a permanent establishment but not a separate legal entity  Such establishments should either have a complete set of accounts or be able to compile a meaningful set of accounts    from both an economic and legal viewpoint  A branch is controlled by the  Head Office  of the parent company Section H   Branch Earnings and Loans Annual Inward Foreign Direct Investment Survey , Data relating only to UK parents of the UK affiliate company , Data on any immediate foreign parent company that has a direct or indirect holding of 10  or more of the issued voting power  see page 4 for definition  of the UK company or group of companies ,30,062,0.9968093317800316
249,062_0002_3411,pound_hunthousands, opening balance of the loan and current account of the UK branch directly owed TO the foreign head office at the start of the reporting period What was the value of the For FDI    a branch is a permanent establishment but not a separate legal entity  Such establishments should either have a complete set of accounts or be able to compile a meaningful set of accounts    from both an economic and legal viewpoint  A branch is controlled by the  Head Office  of the parent company Section H   Branch Earnings and Loans Annual Inward Foreign Direct Investment Survey , Data relating only to UK parents of the UK affiliate company , Data on any immediate foreign parent company that has a direct or indirect holding of 10  or more of the issued voting power  see page 4 for definition  of the UK company or group of companies ,30,062,0.9918983594607951
317,064_0002_3422,pound_hunthousands, closing balance of the loan and current account in the UK branch directly owed FROM the foreign head office at the end of the reporting period What was the value of the For FDI    a branch is a permanent establishment but not a separate legal entity  Such establishments should either have a complete set of accounts or be able to compile a meaningful set of accounts    from both an economic and legal viewpoint  A branch is controlled by the  Head Office  of the parent company Section H   Branch Earnings and Loans Quarterly Inward Foreign Direct Investment Survey , Data relating only to UK parents of the UK affiliate company , Data on any immediate foreign parent company that has a direct or indirect holding of 10  or more of the issued voting power  see page 4 for definition  of the UK company or group of companies ,30,064,1.0
252,062_0002_3422,pound_hunthousands, closing balance of the loan and current account in the UK branch directly owed FROM the foreign head office at the end of the reporting period What was the value of the For FDI    a branch is a permanent establishment but not a separate legal entity  Such establishments should either have a complete set of accounts or be able to compile a meaningful set of accounts    from both an economic and legal viewpoint  A branch is controlled by the  Head Office  of the parent company Section H   Branch Earnings and Loans Annual Inward Foreign Direct Investment Survey , Data relating only to UK parents of the UK affiliate company , Data on any immediate foreign parent company that has a direct or indirect holding of 10  or more of the issued voting power  see page 4 for definition  of the UK company or group of companies ,30,062,0.9967881712435843
250,062_0002_3412,pound_hunthousands, closing balance of the loan and current account in the UK branch directly owed TO the foreign head office at the end of the reporting period What was the value of the For FDI    a branch is a permanent establishment but not a separate legal entity  Such establishments should either have a complete set of accounts or be able to compile a meaningful set of accounts    from both an economic and legal viewpoint  A branch is controlled by the  Head Office  of the parent company Section H   Branch Earnings and Loans Annual Inward Foreign Direct Investment Survey , Data relating only to UK parents of the UK affiliate company , Data on any immediate foreign parent company that has a direct or indirect holding of 10  or more of the issued voting power  see page 4 for definition  of the UK company or group of companies ,30,062,0.9933911169668606
318,064_0002_0003,open_text, Section I   Comments and Contact Details Quarterly Inward Foreign Direct Investment Survey , Data relating only to UK parents of the UK affiliate company , Data on any immediate foreign parent company that has a direct or indirect holding of 10  or more of the issued voting power  see page 4 for definition  of the UK company or group of companies ,30,064,1.0
253,062_0002_0003,open_text, Section I   Comments and Contact Details Annual Inward Foreign Direct Investment Survey , Data relating only to UK parents of the UK affiliate company , Data on any immediate foreign parent company that has a direct or indirect holding of 10  or more of the issued voting power  see page 4 for definition  of the UK company or group of companies ,30,062,0.9373370714496023
349,065_0002_0003,data_changes_1, Section H   Comments and Contact Details Quarterly Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,065,0.839492417371599
284,063_0002_0003,open_text, Section H   Comments and Contact Details Annual Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,063,0.7706915653307364
319,065_0002_0421,period, What is the year s  of your annual accounting period for your published statutory accounts eg  2012 or 2012 13 Section A   Reporting Period Quarterly Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,065,1.0000000000000002
254,063_0002_0421,period, What is the year s  of your annual accounting period for your published statutory accounts eg  2012 or 2012 13 Section A   Reporting Period Annual Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,063,0.9888517254484229
285,064_0002_0421,period, What is the year s  of your annual accounting period for your published statutory accounts eg  2012 or 2012 13 Section A   Reporting Period and Company Share Status Quarterly Inward Foreign Direct Investment Survey , Data relating only to UK parents of the UK affiliate company , Data on any immediate foreign parent company that has a direct or indirect holding of 10  or more of the issued voting power  see page 4 for definition  of the UK company or group of companies ,30,064,0.909044035888051
220,062_0002_0421,period, What is the year s  of your annual accounting period for your published statutory accounts eg  2012 or 2012 13 Section A   Reporting Period and Company Share Status Annual Inward Foreign Direct Investment Survey , Data relating only to UK parents of the UK affiliate company , Data on any immediate foreign parent company that has a direct or indirect holding of 10  or more of the issued voting power  see page 4 for definition  of the UK company or group of companies ,30,062,0.8982957969241121
320,065_0002_0312,boolean, Are the shares of this immediate foreign affiliate company quoted on any stock exchange Section A   Reporting Period Quarterly Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,065,1.0
255,063_0002_0312,boolean, Are the shares of this immediate foreign affiliate company quoted on any stock exchange Section A   Reporting Period Annual Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,063,0.9819205598559756
321,065_0002_0211,open_text_2, What is the legal name of this immediate foreign affiliate company or branch Section B    Immediate Foreign Affiliate or Branch Details Quarterly Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,065,1.0000000000000002
256,063_0002_0211,open_text_2, What is the legal name of this immediate foreign affiliate company or branch Section B    Immediate Foreign Affiliate or Branch Details Annual Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,063,0.9878804321306018
257,063_0002_0212,single_select, What is the country of residence code of this immediate foreign affiliate company or branch Section B    Immediate Foreign Affiliate or Branch Details Annual Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,063,0.8377958228893382
322,065_0002_0212,single_select, What is the country of residence code of this immediate foreign affiliate company or branch Section B    Immediate Foreign Affiliate or Branch Details Quarterly Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,065,1.0
257,063_0002_0212,single_select, What is the country of residence code of this immediate foreign affiliate company or branch Section B    Immediate Foreign Affiliate or Branch Details Annual Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,063,0.9887049068552871
256,063_0002_0211,open_text_2, What is the legal name of this immediate foreign affiliate company or branch Section B    Immediate Foreign Affiliate or Branch Details Annual Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,063,0.8382113829445547
323,065_0002_0213,single_select, What is the primary industry sector code of this immediate foreign affiliate company or branch Section B    Immediate Foreign Affiliate or Branch Details Quarterly Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,065,1.0
258,063_0002_0213,single_select, What is the primary industry sector code of this immediate foreign affiliate company or branch Section B    Immediate Foreign Affiliate or Branch Details Annual Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,063,0.9891492577136747
257,063_0002_0212,single_select, What is the country of residence code of this immediate foreign affiliate company or branch Section B    Immediate Foreign Affiliate or Branch Details Annual Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,063,0.8344039456524424
324,065_0002_3734,percentage, What percentage of this immediate foreign affiliate company s voting power is held by the UK parent company Section B    Immediate Foreign Affiliate or Branch Details Quarterly Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,065,1.0000000000000002
259,063_0002_3734,percentage, What percentage of this immediate foreign affiliate company s voting power is held by the UK parent company Section B    Immediate Foreign Affiliate or Branch Details Annual Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,063,0.9889688391536634
293,064_0002_3734,percentage, What percentage of the UK affiliate company s voting power is held by this immediate foreign parent company Section C    Immediate Foreign Parent Company or Head Office Details Quarterly Inward Foreign Direct Investment Survey , Data relating only to UK parents of the UK affiliate company , Data on any immediate foreign parent company that has a direct or indirect holding of 10  or more of the issued voting power  see page 4 for definition  of the UK company or group of companies ,30,064,0.887347362061539
228,062_0002_3734,percentage, What percentage of the UK affiliate company s voting power is held by this immediate foreign parent company Section C    Immediate Foreign Parent Company or Head Office Details Annual Inward Foreign Direct Investment Survey , Data relating only to UK parents of the UK affiliate company , Data on any immediate foreign parent company that has a direct or indirect holding of 10  or more of the issued voting power  see page 4 for definition  of the UK company or group of companies ,30,062,0.875918143160462
325,065_0002_0602,single_select, Is this immediate foreign entity    being reported for in questions 2 5    an affiliate company or a branch Section B    Immediate Foreign Affiliate or Branch Details Quarterly Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,065,1.0000000000000002
260,063_0002_0602,single_select, Is this immediate foreign entity    being reported for in questions 2 5    an affiliate company or a branch Section B    Immediate Foreign Affiliate or Branch Details Annual Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,063,0.989659754260288
256,063_0002_0211,open_text_2, What is the legal name of this immediate foreign affiliate company or branch Section B    Immediate Foreign Affiliate or Branch Details Annual Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,063,0.7895049359690487
326,065_0002_1011,pound_hunthousands, consolidated profit What was the value of the UK company s share of this immediate foreign affiliate s C   Earnings and Dividends Quarterly Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,065,1.0
261,063_0002_1011,pound_hunthousands, consolidated profit What was the value of the UK company s share of this immediate foreign affiliate s C   Earnings and Dividends Annual Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,063,0.9786999284000939
295,064_0002_1011,pound_hunthousands, consolidated profit What was the value of this immediate foreign parent s share of the UK affiliate company s Section D   Earnings and Dividends Quarterly Inward Foreign Direct Investment Survey , Data relating only to UK parents of the UK affiliate company , Data on any immediate foreign parent company that has a direct or indirect holding of 10  or more of the issued voting power  see page 4 for definition  of the UK company or group of companies ,30,064,0.9216557857860471
230,062_0002_1011,pound_hunthousands, consolidated profit What was the value of this immediate foreign parent s share of the UK affiliate company s Section D   Earnings and Dividends Annual Inward Foreign Direct Investment Survey , Data relating only to UK parents of the UK affiliate company , Data on any immediate foreign parent company that has a direct or indirect holding of 10  or more of the issued voting power  see page 4 for definition  of the UK company or group of companies ,30,062,0.8996067472226651
327,065_0002_1012,pound_hunthousands, consolidated loss What was the value of the UK company s share of this immediate foreign affiliate s C   Earnings and Dividends Quarterly Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,065,1.0
262,063_0002_1012,pound_hunthousands, consolidated loss What was the value of the UK company s share of this immediate foreign affiliate s C   Earnings and Dividends Annual Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,063,0.9786999284000939
296,064_0002_1012,pound_hunthousands, consolidated loss What was the value of this immediate foreign parent s share of the UK affiliate company s Section D   Earnings and Dividends Quarterly Inward Foreign Direct Investment Survey , Data relating only to UK parents of the UK affiliate company , Data on any immediate foreign parent company that has a direct or indirect holding of 10  or more of the issued voting power  see page 4 for definition  of the UK company or group of companies ,30,064,0.9216557857860475
231,062_0002_1012,pound_hunthousands, consolidated loss What was the value of this immediate foreign parent s share of the UK affiliate company s Section D   Earnings and Dividends Annual Inward Foreign Direct Investment Survey , Data relating only to UK parents of the UK affiliate company , Data on any immediate foreign parent company that has a direct or indirect holding of 10  or more of the issued voting power  see page 4 for definition  of the UK company or group of companies ,30,062,0.8996067472226651
328,065_0002_2019,pound_hunthousands, What was the value of ordinary dividends paid by this immediate foreign affiliate in this reporting period C   Earnings and Dividends Quarterly Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,065,1.0000000000000002
263,063_0002_2019,pound_hunthousands, What was the value of ordinary dividends paid by this immediate foreign affiliate in this reporting period C   Earnings and Dividends Annual Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,063,0.9823421341002566
297,064_0002_2019,pound_hunthousands, What was the value of ordinary dividends paid to this immediate foreign parent in this reporting period Section D   Earnings and Dividends Quarterly Inward Foreign Direct Investment Survey , Data relating only to UK parents of the UK affiliate company , Data on any immediate foreign parent company that has a direct or indirect holding of 10  or more of the issued voting power  see page 4 for definition  of the UK company or group of companies ,30,064,0.8836650497422032
232,062_0002_2019,pound_hunthousands, What was the value of ordinary dividends paid to this immediate foreign parent in this reporting period Section D   Earnings and Dividends Annual Inward Foreign Direct Investment Survey , Data relating only to UK parents of the UK affiliate company , Data on any immediate foreign parent company that has a direct or indirect holding of 10  or more of the issued voting power  see page 4 for definition  of the UK company or group of companies ,30,062,0.8646435836306995
329,065_0002_3291,pound_neghunthousands, What was the value    as recorded in the balance sheet    of unquoted equity capital and reserves of this immediate foreign affiliate directly attributed to the UK parent company at the start of the reporting period    Section D   Equity Capital Transactions and Balance Sheet Quarterly Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,065,1.0
264,063_0002_3291,pound_neghunthousands, What was the value    as recorded in the balance sheet    of unquoted equity capital and reserves of this immediate foreign affiliate directly attributed to the UK parent company at the start of the reporting period    Section D   Equity Capital Transactions and Balance Sheet Annual Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,063,0.9923150419904997
265,063_0002_3292,pound_neghunthousands, What was the value    as recorded in the balance sheet    of unquoted equity capital and reserves of this immediate foreign affiliate directly attributable to the UK parent company at the end of the reporting period Section D   Equity Capital Transactions and Balance Sheet Annual Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,063,0.9152852653659809
298,064_0002_3291,pound_neghunthousands, What was the value    as recorded in the UK affiliate company s balance sheet    of unquoted equity capital and reserves of the UK affiliate company directly attributable to this immediate foreign parent company at the start of the reporting period   Section E   Equity Capital Transactions and Balance Sheet Quarterly Inward Foreign Direct Investment Survey , Data relating only to UK parents of the UK affiliate company , Data on any immediate foreign parent company that has a direct or indirect holding of 10  or more of the issued voting power  see page 4 for definition  of the UK company or group of companies ,30,064,0.9006469610505566
330,065_0002_3292,pound_neghunthousands, What was the value    as recorded in the balance sheet    of unquoted equity capital and reserves of this immediate foreign affiliate directly attributable to the UK parent company at the end of the reporting period Section D   Equity Capital Transactions and Balance Sheet Quarterly Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,065,1.0000000000000002
265,063_0002_3292,pound_neghunthousands, What was the value    as recorded in the balance sheet    of unquoted equity capital and reserves of this immediate foreign affiliate directly attributable to the UK parent company at the end of the reporting period Section D   Equity Capital Transactions and Balance Sheet Annual Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,063,0.9920236283877694
299,064_0002_3292,pound_neghunthousands, What was the value    as recorded in the UK affiliate company s balance sheet    of unquoted equity capital and reserves of the UK affiliate company directly attributable to this immediate foreign parent company at the end of the reporting period Section E   Equity Capital Transactions and Balance Sheet Quarterly Inward Foreign Direct Investment Survey , Data relating only to UK parents of the UK affiliate company , Data on any immediate foreign parent company that has a direct or indirect holding of 10  or more of the issued voting power  see page 4 for definition  of the UK company or group of companies ,30,064,0.9447544755120632
234,062_0002_3292,pound_neghunthousands, What was the value    as recorded in the UK affiliate company s balance sheet    of unquoted equity capital and reserves of the UK affiliate company directly attributable to this immediate foreign parent company at the end of the reporting period Section E   Equity Capital Transactions and Balance Sheet Annual Inward Foreign Direct Investment Survey , Data relating only to UK parents of the UK affiliate company , Data on any immediate foreign parent company that has a direct or indirect holding of 10  or more of the issued voting power  see page 4 for definition  of the UK company or group of companies ,30,062,0.9368890228966535
331,065_0002_2211,pound_hunthousands, acquisitions of equity capital by the UK parent company What was the total value at the end of the period of Section D   Equity Capital Transactions and Balance Sheet Quarterly Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,065,1.0000000000000004
266,063_0002_2211,pound_hunthousands, acquisitions of equity capital by the UK parent company What was the total value at the end of the period of Section D   Equity Capital Transactions and Balance Sheet Annual Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,063,0.9871279645243921
267,063_0002_2212,pound_hunthousands, disposals of equity capital by the UK parent company What was the total value at the end of the period of Section D   Equity Capital Transactions and Balance Sheet Annual Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,063,0.9161096103604589
300,064_0002_2211,pound_hunthousands, acquisitions of unquoted equity capital by this immediate foreign parent What was the total value at the end of the period of Section E   Equity Capital Transactions and Balance Sheet Quarterly Inward Foreign Direct Investment Survey , Data relating only to UK parents of the UK affiliate company , Data on any immediate foreign parent company that has a direct or indirect holding of 10  or more of the issued voting power  see page 4 for definition  of the UK company or group of companies ,30,064,0.884978969653691
332,065_0002_2212,pound_hunthousands, disposals of equity capital by the UK parent company What was the total value at the end of the period of Section D   Equity Capital Transactions and Balance Sheet Quarterly Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,065,1.0000000000000004
267,063_0002_2212,pound_hunthousands, disposals of equity capital by the UK parent company What was the total value at the end of the period of Section D   Equity Capital Transactions and Balance Sheet Annual Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,063,0.9871279645243921
266,063_0002_2211,pound_hunthousands, acquisitions of equity capital by the UK parent company What was the total value at the end of the period of Section D   Equity Capital Transactions and Balance Sheet Annual Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,063,0.9161096103604589
301,064_0002_2212,pound_hunthousands, disposals of unquoted equity capital by this immediate foreign parent What was the total value at the end of the period of Section E   Equity Capital Transactions and Balance Sheet Quarterly Inward Foreign Direct Investment Survey , Data relating only to UK parents of the UK affiliate company , Data on any immediate foreign parent company that has a direct or indirect holding of 10  or more of the issued voting power  see page 4 for definition  of the UK company or group of companies ,30,064,0.884978969653691
333,065_0002_3691,pound_hunthousands, What was the value    as recorded in your balance sheet    of preference shares and debt of this immediate foreign affiliate directly owed to the UK parent company at the start of the reporting period Section E   Preference Shares and Debt Attributable to the UK Parent Company Quarterly Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,065,1.0000000000000002
268,063_0002_3691,pound_hunthousands, What was the value    as recorded in your balance sheet    of preference shares and debt of this immediate foreign affiliate directly owed to the UK parent company at the start of the reporting period Section E   Preference Shares and Debt Attributable to the UK Parent Company Annual Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,063,0.9930370027531334
269,063_0002_3692,pound_hunthousands, What was the value    as recorded in your balance sheet    of preference shares and debt of this immediate foreign affiliate directly owed to the UK parent company at the end of the reporting period Section E   Preference Shares and Debt Attributable to the UK Parent Company Annual Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,063,0.9676452974875884
302,064_0002_3691,pound_hunthousands, What was the value    as recorded in your balance sheet    of preference shares and debt of the UK affiliate company directly owed to this immediate foreign parent at the start of the reporting period Section E   Preference Shares and Debt Attributable to the Immediate Foreign Parent Company Quarterly Inward Foreign Direct Investment Survey , Data relating only to UK parents of the UK affiliate company , Data on any immediate foreign parent company that has a direct or indirect holding of 10  or more of the issued voting power  see page 4 for definition  of the UK company or group of companies ,30,064,0.9656930868120602
334,065_0002_3692,pound_hunthousands, What was the value    as recorded in your balance sheet    of preference shares and debt of this immediate foreign affiliate directly owed to the UK parent company at the end of the reporting period Section E   Preference Shares and Debt Attributable to the UK Parent Company Quarterly Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,065,1.0000000000000002
269,063_0002_3692,pound_hunthousands, What was the value    as recorded in your balance sheet    of preference shares and debt of this immediate foreign affiliate directly owed to the UK parent company at the end of the reporting period Section E   Preference Shares and Debt Attributable to the UK Parent Company Annual Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,063,0.9929998041964818
268,063_0002_3691,pound_hunthousands, What was the value    as recorded in your balance sheet    of preference shares and debt of this immediate foreign affiliate directly owed to the UK parent company at the start of the reporting period Section E   Preference Shares and Debt Attributable to the UK Parent Company Annual Outward Foreign Direct Investment Survey , Data relating only to UK affiliates and branches of the UK parent company , Data on any foreign affiliate or branch that the UK group has a direct or indirect holding of 10  or more of the issued voting power ,30,063,0.9676236845539989
